State,Year,GDP,Birth Rate,GDP Per Capita,Unemployeement Rate
Texas,2020,1747562,1.78,125276.4519,0.076930573
Texas,2021,1815063.6,1.81,126805.3812,0.05643554
Utah,2011,127992.5,2.38,95414.58233,0.070610431
Utah,2012,129512.5,2.37,96030.49842,0.047747947
Utah,2013,133112.9,2.34,96023.65228,0.04209771
Utah,2014,136993.7,2.33,96757.17881,0.036351943
Utah,2015,141720.5,2.29,97494.58423,0.035397385
Utah,2016,147962.3,2.24,98627.20499,0.033519019
Utah,2017,154758.3,2.12,99574.66686,0.031520206
Utah,2018,164622.1,2.03,103898.2489,0.029194003
Utah,2019,172038.4,1.99,106275.3422,0.025389093
Utah,2020,174954.7,1.92,106227.7844,0.048356327
Utah,2021,186910,1.92,110743.0188,0.027410788
Vermont,2011,29013.5,1.63,81128.46587,0.055645009
Vermont,2012,29241.3,1.61,82608.60967,0.048089455
Vermont,2013,28681.5,1.59,81887.28715,0.044134407
Vermont,2014,28912.2,1.63,82902.20712,0.039986542
Vermont,2015,29119,1.58,84035.67887,0.035360457
Vermont,2016,29408.1,1.54,85029.89684,0.03132614
Vermont,2017,29490.6,1.52,82994.18386,0.030092167
Vermont,2018,29602.2,1.44,83300.47993,0.024773251
Vermont,2019,29940.7,1.43,84722.00476,0.020994899
Vermont,2020,29064.6,1.36,85527.59417,0.057148904
Vermont,2021,30546.8,1.37,90958.52938,0.036971592
Virginia,2011,444288,1.85,105665.5034,0.065667267
Virginia,2012,445973.6,1.84,105726.6834,0.059436098
Virginia,2013,449063.8,1.81,105925.2137,0.055685394
Virginia,2014,447678.1,1.81,105114.2695,0.051181261
Virginia,2015,455162.4,1.8,107514.7406,0.043812805
Virginia,2016,459965.8,1.79,108101.055,0.039932698
Virginia,2017,467362,1.75,107377.9912,0.036636414
Virginia,2018,477915.2,1.73,109653.4175,0.030073235
Virginia,2019,489199.1,1.69,110827.3753,0.027562319
Virginia,2020,478909.3,1.64,110280.2459,0.064816902
Virginia,2021,505351,1.66,116679.1205,0.038827795
Washington,2011,387745.2,1.89,112754.576,0.085281003
Washington,2012,400530.6,1.88,115494.1268,0.07655998
Washington,2013,410873.9,1.84,118726.7574,0.06617388
Washington,2014,424467.6,1.85,121456.0762,0.05924607
Washington,2015,441952.1,1.82,124310.5356,0.054284259
Washington,2016,458263.8,1.81,125574.685,0.052076896
Washington,2017,482007,1.71,129328.0181,0.046359329
Washington,2018,515029.1,1.64,135011.2876,0.044293324
Washington,2019,533150.4,1.6,135530.4425,0.042318437
Washington,2020,538856.1,1.54,136911.677,0.084726644
Washington,2021,575129,1.56,147495.5456,0.052163735
West Virginia,2011,70361.3,1.84,87258.97958,0.078242778
West Virginia,2012,70322.2,1.85,87008.00858,0.072431612
West Virginia,2013,70550.1,1.86,88224.99196,0.067139582
West Virginia,2014,70532.5,1.81,88644.74059,0.065083122
West Virginia,2015,70663,1.78,89264.05129,0.065799231
West Virginia,2016,70011.4,1.74,89179.84146,0.06101551
West Virginia,2017,71425.6,1.73,91030.25501,0.052142448
West Virginia,2018,73170.4,1.71,92223.59489,0.051609913
West Virginia,2019,72633.4,1.72,91309.7043,0.049377071
West Virginia,2020,70444.2,1.65,90348.69516,0.082549317
West Virginia,2021,71343.2,1.65,91580.07699,0.051089374
Wisconsin,2011,272813.2,1.87,88824.38411,0.075470619
Wisconsin,2012,277107.1,1.86,90260.73561,0.069301135
Wisconsin,2013,278015,1.84,90326.25268,0.066451843
Wisconsin,2014,283981.1,1.85,92263.49685,0.053385268
Wisconsin,2015,289077,1.85,93730.24418,0.044255019
Wisconsin,2016,291920.3,1.84,93851.68971,0.039165433
Wisconsin,2017,291922.7,1.79,92926.39435,0.032512663
Wisconsin,2018,299062.6,1.76,95742.17898,0.029897375
Wisconsin,2019,303669,1.73,97586.27924,0.031822443
Wisconsin,2020,293104.9,1.66,94735.16991,0.063815536
Wisconsin,2021,306467.4,1.69,98833.22465,0.038403775
Wyoming,2011,39767.9,1.98,131307.7205,0.061414447
Wyoming,2012,38855.4,1.99,127896.6261,0.054841155
Wyoming,2013,38849.6,1.99,128551.9175,0.047447231
Wyoming,2014,39559.4,1.99,130617.2358,0.043473153
Wyoming,2015,40418.2,2.01,133978.5051,0.042263228
Wyoming,2016,38188.7,1.93,127098.9105,0.053299711
Wyoming,2017,37521.6,1.86,127693.4399,0.043294353
Wyoming,2018,38080.1,1.79,130146.2176,0.040542138
Wyoming,2019,38446.6,1.8,131049.2279,0.037221954
Wyoming,2020,36268.6,1.69,123473.5642,0.0590579
Wyoming,2021,36400,1.75,125884.6582,0.046229757
