State and area,Year,Unemployeement,gdp per capita,Birth Rate
Washington,2017,0.046,129253.2622,1.71
West Virginia,2017,0.051,91112.33288,1.73
Wisconsin,2017,0.033,92717.61218,1.79
Wyoming,2017,0.041,127671.3895,1.86
Alabama,2017,0.043,89402.70475,1.82
Alaska,2017,0.065,150391.5038,2.02
Arizona,2017,0.049,93557.02133,1.79
Arkansas,2017,0.037,84212.90108,1.91
California,2017,0.048,132060.1634,1.69
Colorado,2017,0.026,110969.6045,1.63
Connecticut,2017,0.044,128295.6812,1.59
Delaware,2017,0.045,126708.8347,1.75
District of Columbia,2017,0.061,306225.4658,1.42
Florida,2017,0.042,91337.34348,1.71
Georgia,2017,0.047,102310.3386,1.79
Hawaii,2017,0.021,113460.1676,1.89
Idaho,2017,0.031,79559.63556,2.01
Illinois,2017,0.05,114747.426,1.73
Indiana,2017,0.035,97358.451,1.87
Iowa,2017,0.031,100489.9021,1.94
Kansas,2017,0.036,104272.628,1.93
Kentucky,2017,0.048,90362.11802,1.9
Louisiana,2017,0.049,110753.369,1.88
Maine,2017,0.034,80059.48879,1.58
Maryland,2017,0.04,112588.9679,1.75
Massachusetts,2017,0.038,129426.0985,1.51
Michigan,2017,0.045,93074.19796,1.76
Minnesota,2017,0.034,106443.4587,1.87
Mississippi,2017,0.052,79463.29763,1.85
Missouri,2017,0.036,92041.2497,1.81
Montana,2017,0.041,86791.45193,1.8
Nebraska,2017,0.029,111351.103,2.06
Nevada,2017,0.048,100645.7884,1.77
New Hampshire,2017,0.028,97476.02061,1.52
New Jersey,2017,0.045,116220.8761,1.76
New Mexico,2017,0.06,93718.45559,1.76
New York,2017,0.047,143749.8569,1.65
North Carolina,2017,0.045,101519.696,1.77
North Dakota,2017,0.025,130186.0999,2.07
Ohio,2017,0.05,101749.9903,1.83
Oklahoma,2017,0.04,106006.3675,1.9
Oregon,2017,0.041,98493.86678,1.56
Pennsylvania,2017,0.049,107150.434,1.69
Rhode Island,2017,0.045,92696.75177,1.51
South Carolina,2017,0.042,89343.45625,1.73
South Dakota,2017,0.031,100326.3426,2.23
Tennessee,2017,0.035,99632.25602,1.8
Texas,2017,0.042,123045.1016,1.92
Utah,2017,0.032,99259.01268,2.12
Vermont,2017,0.029,82923.08471,1.52
Virginia,2017,0.036,107123.6118,1.75
Washington,2017,0.046,128980.1299,1.71
West Virginia,2017,0.051,90956.85682,1.73
Wisconsin,2017,0.033,92663.81237,1.79
Wyoming,2017,0.042,127665.7423,1.86
Alabama,2017,0.042,89377.91848,1.82
Alaska,2017,0.065,150605.1542,2.02
Arizona,2017,0.048,93447.50978,1.79
Arkansas,2017,0.037,84220.37663,1.91
California,2017,0.048,132049.37,1.69
Colorado,2017,0.027,110662.7793,1.63
Connecticut,2017,0.044,128517.5393,1.59
Delaware,2017,0.044,126567.7457,1.75
District of Columbia,2017,0.061,306058.6015,1.42
Florida,2017,0.042,91350.48041,1.71
Georgia,2017,0.046,102210.1601,1.79
Hawaii,2017,0.02,113781.9811,1.89
Idaho,2017,0.032,79327.6096,2.01
Illinois,2017,0.05,114708.4643,1.73
Indiana,2017,0.035,97322.85313,1.87
Iowa,2017,0.03,100552.9937,1.94
Kansas,2017,0.036,104334.6794,1.93
Kentucky,2017,0.048,90408.25576,1.9
Louisiana,2017,0.048,110773.7682,1.88
Maine,2017,0.034,80099.34865,1.58
Maryland,2017,0.04,112496.2753,1.75
Massachusetts,2017,0.038,129310.3896,1.51
Michigan,2017,0.046,92959.54555,1.76
Minnesota,2017,0.034,106418.312,1.87
Mississippi,2017,0.052,79567.27539,1.85
Missouri,2017,0.036,92080.57422,1.81
Montana,2017,0.041,86789.48581,1.8
Nebraska,2017,0.03,111293.7776,2.06
Nevada,2017,0.048,100403.2403,1.77
New Hampshire,2017,0.028,97486.42594,1.52
New Jersey,2017,0.046,116304.7826,1.76
New Mexico,2017,0.058,93823.52135,1.76
New York,2017,0.047,143776.742,1.65
North Carolina,2017,0.045,101353.2699,1.77
North Dakota,2017,0.025,130423.9305,2.07
Ohio,2017,0.049,101738.8647,1.83
Oklahoma,2017,0.04,105902.0417,1.9
Oregon,2017,0.041,98477.34902,1.56
Pennsylvania,2017,0.049,107251.2855,1.69
Rhode Island,2017,0.045,92649.32137,1.51
South Carolina,2017,0.042,89332.93338,1.73
South Dakota,2017,0.031,100323.0444,2.23
Tennessee,2017,0.034,99469.6948,1.8
Texas,2017,0.042,122967.1812,1.92
Utah,2017,0.032,99119.46922,2.12
Vermont,2017,0.029,82917.02281,1.52
Virginia,2017,0.035,107094.4254,1.75
Washington,2017,0.046,128766.4302,1.71
West Virginia,2017,0.052,90822.23152,1.73
Wisconsin,2017,0.033,92675.99132,1.79
Wyoming,2017,0.043,127713.5418,1.86
Alabama,2017,0.041,89348.24172,1.82
Alaska,2017,0.065,150872.2336,2.02
Arizona,2017,0.049,93352.23094,1.79
Arkansas,2017,0.038,84278.60674,1.91
California,2017,0.047,132094.644,1.69
Colorado,2017,0.028,110421.1767,1.63
Connecticut,2017,0.044,128747.5466,1.59
Delaware,2017,0.044,126500.1027,1.75
District of Columbia,2017,0.06,306070.2373,1.42
Florida,2017,0.042,91365.73386,1.71
Georgia,2017,0.046,102171.0046,1.79
Hawaii,2017,0.019,114088.6409,1.89
Idaho,2017,0.032,79127.03873,2.01
Illinois,2017,0.049,114708.3071,1.73
Indiana,2017,0.035,97335.50328,1.87
Iowa,2017,0.03,100653.8562,1.94
Kansas,2017,0.036,104465.5998,1.93
Kentucky,2017,0.046,90490.1893,1.9
Louisiana,2017,0.048,110783.6551,1.88
Maine,2017,0.034,80187.04356,1.58
Maryland,2017,0.04,112478.0314,1.75
Massachusetts,2017,0.038,129214.1811,1.51
Michigan,2017,0.047,92911.49233,1.76
Minnesota,2017,0.034,106426.4393,1.87
Mississippi,2017,0.051,79707.34042,1.85
Missouri,2017,0.036,92150.26559,1.81
Montana,2017,0.041,86820.2986,1.8
Nebraska,2017,0.03,111292.1499,2.06
Nevada,2017,0.048,100152.6878,1.77
New Hampshire,2017,0.028,97505.95797,1.52
New Jersey,2017,0.046,116453.0273,1.76
New Mexico,2017,0.057,93931.00477,1.76
New York,2017,0.047,143912.9966,1.65
North Carolina,2017,0.045,101270.2614,1.77
North Dakota,2017,0.025,130656.3306,2.07
Ohio,2017,0.049,101829.6317,1.83
Oklahoma,2017,0.039,105854.8934,1.9
Oregon,2017,0.042,98520.49562,1.56
Pennsylvania,2017,0.049,107338.1983,1.69
Rhode Island,2017,0.046,92624.07757,1.51
South Carolina,2017,0.042,89373.18589,1.73
South Dakota,2017,0.031,100415.6951,2.23
Tennessee,2017,0.034,99354.18699,1.8
Texas,2017,0.041,122889.5505,1.92
Utah,2017,0.031,99023.57434,2.12
Vermont,2017,0.029,82922.15205,1.52
Virginia,2017,0.035,107102.4016,1.75
Washington,2017,0.047,128627.3315,1.71
West Virginia,2017,0.053,90738.92689,1.73
Wisconsin,2017,0.032,92749.25018,1.79
Wyoming,2017,0.043,127822.31,1.86
Alabama,2017,0.04,89296.92154,1.82
Alaska,2017,0.065,151172.2536,2.02
Arizona,2017,0.049,93252.93552,1.79
Arkansas,2017,0.038,84362.91477,1.91
California,2017,0.046,132170.2316,1.69
Colorado,2017,0.028,110219.6085,1.63
Connecticut,2017,0.043,128941.2849,1.59
Delaware,2017,0.043,126482.6069,1.75
District of Columbia,2017,0.06,306118.3413,1.42
Florida,2017,0.041,91349.44724,1.71
Georgia,2017,0.045,102179.5947,1.79
Hawaii,2017,0.019,114310.4946,1.89
Idaho,2017,0.032,78962.76514,2.01
Illinois,2017,0.049,114723.8955,1.73
Indiana,2017,0.035,97356.03034,1.87
Iowa,2017,0.029,100750.1097,1.94
Kansas,2017,0.035,104635.4858,1.93
Kentucky,2017,0.045,90590.14475,1.9
Louisiana,2017,0.047,110782.0773,1.88
Maine,2017,0.033,80309.75119,1.58
Maryland,2017,0.041,112520.4021,1.75
Massachusetts,2017,0.038,129100.3695,1.51
Michigan,2017,0.048,92927.0202,1.76
Minnesota,2017,0.034,106448.8909,1.87
Mississippi,2017,0.05,79800.13178,1.85
Missouri,2017,0.036,92241.4155,1.81
Montana,2017,0.041,86853.92261,1.8
Nebraska,2017,0.03,111316.2448,2.06
Nevada,2017,0.048,99884.38346,1.77
New Hampshire,2017,0.028,97509.42829,1.52
New Jersey,2017,0.046,116625.6819,1.76
New Mexico,2017,0.056,94023.429,1.76
New York,2017,0.047,144121.0468,1.65
North Carolina,2017,0.044,101272.3737,1.77
North Dakota,2017,0.026,130829.5166,2.07
Ohio,2017,0.048,102004.2201,1.83
Oklahoma,2017,0.039,105839.8795,1.9
Oregon,2017,0.042,98585.33375,1.56
Pennsylvania,2017,0.049,107405.8577,1.69
Rhode Island,2017,0.046,92618.86766,1.51
South Carolina,2017,0.042,89445.46325,1.73
South Dakota,2017,0.03,100460.431,2.23
Tennessee,2017,0.034,99286.02467,1.8
Texas,2017,0.041,122795.6233,1.92
Utah,2017,0.031,98952.34429,2.12
Vermont,2017,0.03,82929.6139,1.52
Virginia,2017,0.035,107122.0649,1.75
Washington,2017,0.047,128536.3311,1.71
West Virginia,2017,0.053,90707.23747,1.73
Wisconsin,2017,0.032,92853.65538,1.79
Wyoming,2017,0.043,127987.5565,1.86
Alabama,2017,0.04,89209.92956,1.82
Alaska,2017,0.065,151483.6149,2.02
Arizona,2017,0.049,93130.0199,1.79
Arkansas,2017,0.038,84448.70705,1.91
California,2017,0.045,132245.4096,1.69
Colorado,2017,0.028,110035.9479,1.63
Connecticut,2017,0.043,129077.3097,1.59
Delaware,2017,0.043,126483.137,1.75
District of Columbia,2017,0.059,306065.5829,1.42
Florida,2017,0.041,91290.35756,1.71
Georgia,2017,0.045,102220.233,1.79
Hawaii,2017,0.019,114406.9049,1.89
Idaho,2017,0.031,78831.83656,2.01
Illinois,2017,0.048,114746.7791,1.73
Indiana,2017,0.034,97343.98714,1.87
Iowa,2017,0.029,100815.4317,1.94
Kansas,2017,0.035,104800.1337,1.93
Kentucky,2017,0.044,90685.23419,1.9
Louisiana,2017,0.047,110745.327,1.88
Maine,2017,0.032,80446.01213,1.58
Maryland,2017,0.041,112605.1009,1.75
Massachusetts,2017,0.038,128941.838,1.51
Michigan,2017,0.047,92975.37285,1.76
Minnesota,2017,0.033,106479.3834,1.87
Mississippi,2017,0.049,79882.80156,1.85
Missouri,2017,0.036,92332.53373,1.81
Montana,2017,0.04,86877.22865,1.8
Nebraska,2017,0.03,111332.9653,2.06
Nevada,2017,0.048,99593.3721,1.77
New Hampshire,2017,0.028,97482.18646,1.52
New Jersey,2017,0.046,116798.0625,1.76
New Mexico,2017,0.055,94092.74221,1.76
New York,2017,0.046,144352.984,1.65
North Carolina,2017,0.044,101329.0062,1.77
North Dakota,2017,0.026,130927.1949,2.07
Ohio,2017,0.047,102217.4293,1.83
Oklahoma,2017,0.038,105836.5886,1.9
Oregon,2017,0.041,98662.52284,1.56
Pennsylvania,2017,0.049,107458.1289,1.69
Rhode Island,2017,0.046,92625.05449,1.51
South Carolina,2017,0.042,89536.97407,1.73
South Dakota,2017,0.03,100512.0481,2.23
Tennessee,2017,0.034,99237.24898,1.8
Texas,2017,0.041,122677.0762,1.92
Utah,2017,0.031,98888.23002,2.12
Vermont,2017,0.03,82930.77994,1.52
Virginia,2017,0.034,107130.4136,1.75
Washington,2017,0.046,128456.6873,1.71
West Virginia,2017,0.054,90710.00221,1.73
Wisconsin,2017,0.031,92962.1738,1.79
Wyoming,2017,0.043,128183.8773,1.86
Alabama,2017,0.04,89077.72457,1.82
Alaska,2017,0.064,151772.4924,2.02
Arizona,2017,0.049,92960.98044,1.79
Arkansas,2017,0.038,84508.38253,1.91
California,2017,0.045,132273.9069,1.69
Colorado,2017,0.028,109829.9319,1.63
Connecticut,2017,0.043,129125.2123,1.59
Delaware,2017,0.042,126448.1596,1.75
District of Columbia,2017,0.059,305844.6607,1.42
Florida,2017,0.04,91185.25078,1.71
Georgia,2017,0.044,102266.7934,1.79
Hawaii,2017,0.019,114351.2255,1.89
Idaho,2017,0.031,78711.79848,2.01
Illinois,2017,0.047,114764.4943,1.73
Indiana,2017,0.033,97250.8042,1.87
Iowa,2017,0.028,100814.1233,1.94
Kansas,2017,0.034,104902.1433,1.93
Kentucky,2017,0.043,90744.54507,1.9
Louisiana,2017,0.047,110651.5902,1.88
Maine,2017,0.031,80552.84919,1.58
Maryland,2017,0.04,112698.3546,1.75
Massachusetts,2017,0.037,128692.9338,1.51
Michigan,2017,0.046,93010.38957,1.76
Minnesota,2017,0.033,106492.5064,1.87
Mississippi,2017,0.049,79916.34639,1.85
Missouri,2017,0.035,92393.28824,1.81
Montana,2017,0.04,86871.3189,1.8
Nebraska,2017,0.03,111308.4291,2.06
Nevada,2017,0.049,99269.56249,1.77
New Hampshire,2017,0.028,97401.70648,1.52
New Jersey,2017,0.045,116942.3529,1.76
New Mexico,2017,0.054,94121.41224,1.76
New York,2017,0.045,144547.879,1.65
North Carolina,2017,0.043,101374.3287,1.77
North Dakota,2017,0.026,130956.9383,2.07
Ohio,2017,0.046,102403.4368,1.83
Oklahoma,2017,0.038,105814.3657,1.9
Oregon,2017,0.041,98738.64698,1.56
Pennsylvania,2017,0.049,107477.3261,1.69
Rhode Island,2017,0.045,92611.21666,1.51
South Carolina,2017,0.041,89621.49297,1.73
South Dakota,2017,0.03,100512.2688,2.23
Tennessee,2017,0.035,99162.98831,1.8
Texas,2017,0.041,122513.3085,1.92
Utah,2017,0.031,98799.71961,2.12
Vermont,2017,0.03,82906.067,1.52
Virginia,2017,0.034,107091.726,1.75
Washington,2017,0.046,128333.3573,1.71
West Virginia,2017,0.054,90695.94986,1.73
Wisconsin,2017,0.03,93045.58273,1.79
Wyoming,2017,0.043,128351.8168,1.86
Alabama,2018,0.04,90453.38057,1.79
Alaska,2018,0.064,149284.1906,1.97
Arizona,2018,0.049,96184.427,1.72
Arkansas,2018,0.038,86396.32124,1.88
California,2018,0.044,137733.3717,1.63
Colorado,2018,0.029,113614.2575,1.56
Connecticut,2018,0.042,130524.288,1.57
Delaware,2018,0.041,128489.3402,1.72
District of Columbia,2018,0.059,313102.5072,1.35
Florida,2018,0.039,93827.75184,1.67
Georgia,2018,0.043,105063.2403,1.73
Hawaii,2018,0.021,115335.2141,1.85
Idaho,2018,0.03,83164.86896,1.9
Illinois,2018,0.046,117729.616,1.69
Indiana,2018,0.033,100231.7692,1.85
Iowa,2018,0.028,102388.7485,1.9
Kansas,2018,0.035,106707.1084,1.92
Kentucky,2018,0.042,91770.89336,1.87
Louisiana,2018,0.047,112539.1732,1.86
Maine,2018,0.031,83135.01092,1.58
Maryland,2018,0.041,112980.8544,1.75
Massachusetts,2018,0.037,133053.7976,1.45
Michigan,2018,0.045,94700.56915,1.73
Minnesota,2018,0.031,109780.6422,1.83
Mississippi,2018,0.049,79619.60104,1.84
Missouri,2018,0.036,93390.65077,1.82
Montana,2018,0.04,87743.37792,1.73
Nebraska,2018,0.029,113562.7219,2.03
Nevada,2018,0.047,102360.9672,1.75
New Hampshire,2018,0.027,98906.73268,1.47
New Jersey,2018,0.044,119849.1937,1.78
New Mexico,2018,0.052,96708.55113,1.7
New York,2018,0.045,148773.2536,1.67
North Carolina,2018,0.042,102701.6141,1.73
North Dakota,2018,0.026,135321.9069,2.03
Ohio,2018,0.046,103132.7456,1.79
Oklahoma,2018,0.037,107676.3926,1.88
Oregon,2018,0.041,103284.2967,1.49
Pennsylvania,2018,0.048,108740.0201,1.67
Rhode Island,2018,0.045,92122.64953,1.49
South Carolina,2018,0.039,91585.38198,1.71
South Dakota,2018,0.03,101232.7135,2.15
Tennessee,2018,0.035,100458.2605,1.78
Texas,2018,0.041,127085.4749,1.87
Utah,2018,0.03,104868.2666,2.03
Vermont,2018,0.028,83391.41189,1.44
Virginia,2018,0.034,109884.2814,1.73
Washington,2018,0.046,136790.0665,1.64
West Virginia,2018,0.054,92796.4855,1.71
Wisconsin,2018,0.029,95527.47118,1.76
Wyoming,2018,0.042,130267.2044,1.79
Alabama,2018,0.04,90210.01909,1.79
Alaska,2018,0.063,149436.883,1.97
Arizona,2018,0.048,95899.99369,1.72
Arkansas,2018,0.038,86379.89946,1.88
California,2018,0.043,137572.9734,1.63
Colorado,2018,0.029,113267.0189,1.56
Connecticut,2018,0.041,130357.9475,1.57
Delaware,2018,0.04,128247.362,1.72
District of Columbia,2018,0.058,312412.8541,1.35
Florida,2018,0.039,93634.6362,1.67
Georgia,2018,0.042,105018.6433,1.73
Hawaii,2018,0.021,115127.5056,1.85
Idaho,2018,0.029,82978.7533,1.9
Illinois,2018,0.045,117713.3638,1.69
Indiana,2018,0.033,99885.36235,1.85
Iowa,2018,0.027,102159.2953,1.9
Kansas,2018,0.034,106591.0999,1.92
Kentucky,2018,0.042,91676.29725,1.87
Louisiana,2018,0.047,112329.0142,1.86
Maine,2018,0.03,83075.21823,1.58
Maryland,2018,0.04,112896.5197,1.75
Massachusetts,2018,0.037,132545.9023,1.45
Michigan,2018,0.044,94604.57585,1.73
Minnesota,2018,0.031,109726.901,1.83
Mississippi,2018,0.049,79550.15579,1.84
Missouri,2018,0.035,93335.57045,1.82
Montana,2018,0.039,87616.47,1.73
Nebraska,2018,0.029,113372.7832,2.03
Nevada,2018,0.046,102010.8162,1.75
New Hampshire,2018,0.027,98641.59076,1.47
New Jersey,2018,0.044,119802.4432,1.78
New Mexico,2018,0.051,96629.52392,1.7
New York,2018,0.044,148754.2244,1.67
North Carolina,2018,0.041,102585.7467,1.73
North Dakota,2018,0.026,135275.0903,2.03
Ohio,2018,0.046,103086.1068,1.79
Oklahoma,2018,0.036,107582.5245,1.88
Oregon,2018,0.04,103307.4339,1.49
Pennsylvania,2018,0.047,108634.2453,1.67
Rhode Island,2018,0.044,91980.76139,1.49
South Carolina,2018,0.037,91532.47727,1.71
South Dakota,2018,0.029,101118.8521,2.15
Tennessee,2018,0.035,100223.468,1.78
Texas,2018,0.04,126769.5564,1.87
Utah,2018,0.03,104657.1255,2.03
Vermont,2018,0.027,83316.77442,1.44
Virginia,2018,0.033,109725.6945,1.73
Washington,2018,0.046,136469.7612,1.64
West Virginia,2018,0.054,92636.00339,1.71
Wisconsin,2018,0.029,95498.27852,1.76
Wyoming,2018,0.042,130254.2825,1.79
Alabama,2018,0.04,89931.33943,1.79
Alaska,2018,0.062,149519.0057,1.97
Arizona,2018,0.048,95594.01114,1.72
Arkansas,2018,0.037,86336.78178,1.88
California,2018,0.043,137348.249,1.63
Colorado,2018,0.029,112876.1901,1.56
Connecticut,2018,0.041,130101.3127,1.57
Delaware,2018,0.039,127947.1007,1.72
District of Columbia,2018,0.058,311627.2683,1.35
Florida,2018,0.038,93431.27132,1.67
Georgia,2018,0.041,104928.4385,1.73
Hawaii,2018,0.022,114906.1556,1.85
Idaho,2018,0.029,82761.84681,1.9
Illinois,2018,0.044,117674.897,1.69
Indiana,2018,0.033,99470.12691,1.85
Iowa,2018,0.026,101855.8493,1.9
Kansas,2018,0.034,106424.8724,1.92
Kentucky,2018,0.042,91522.26394,1.87
Louisiana,2018,0.048,112118.0494,1.86
Maine,2018,0.03,82944.75812,1.58
Maryland,2018,0.04,112751.8189,1.75
Massachusetts,2018,0.036,132003.1552,1.45
Michigan,2018,0.043,94473.88995,1.73
Minnesota,2018,0.03,109645.2638,1.83
Mississippi,2018,0.049,79432.82684,1.84
Missouri,2018,0.034,93264.71727,1.82
Montana,2018,0.038,87440.99003,1.73
Nebraska,2018,0.029,113136.7721,2.03
Nevada,2018,0.046,101633.7273,1.75
New Hampshire,2018,0.027,98324.39373,1.47
New Jersey,2018,0.043,119651.8421,1.78
New Mexico,2018,0.049,96502.77515,1.7
New York,2018,0.043,148621.7318,1.67
North Carolina,2018,0.04,102401.6668,1.73
North Dakota,2018,0.026,135248.5862,2.03
Ohio,2018,0.046,102938.946,1.79
Oklahoma,2018,0.035,107502.3384,1.88
Oregon,2018,0.04,103318.8077,1.49
Pennsylvania,2018,0.046,108486.7999,1.67
Rhode Island,2018,0.042,91809.30718,1.49
South Carolina,2018,0.035,91400.22031,1.71
South Dakota,2018,0.029,100940.5065,2.15
Tennessee,2018,0.035,99925.44389,1.78
Texas,2018,0.04,126436.6471,1.87
Utah,2018,0.03,104408.0144,2.03
Vermont,2018,0.027,83231.9722,1.44
Virginia,2018,0.032,109564.3745,1.73
Washington,2018,0.045,136085.2982,1.64
West Virginia,2018,0.053,92417.55785,1.71
Wisconsin,2018,0.029,95439.52029,1.76
Wyoming,2018,0.041,130166.5704,1.79
Alabama,2018,0.04,89684.83376,1.79
Alaska,2018,0.061,149594.9236,1.97
Arizona,2018,0.047,95307.65822,1.72
Arkansas,2018,0.037,86310.93183,1.88
California,2018,0.042,137148.391,1.63
Colorado,2018,0.03,112516.078,1.56
Connecticut,2018,0.04,129818.1424,1.57
Delaware,2018,0.038,127727.6064,1.72
District of Columbia,2018,0.058,311242.2209,1.35
Florida,2018,0.038,93250.29974,1.67
Georgia,2018,0.041,104868.1906,1.73
Hawaii,2018,0.022,114758.3465,1.85
Idaho,2018,0.028,82552.03388,1.9
Illinois,2018,0.043,117658.7316,1.69
Indiana,2018,0.034,99093.76143,1.85
Iowa,2018,0.026,101573.0423,1.9
Kansas,2018,0.034,106281.6449,1.92
Kentucky,2018,0.042,91384.69798,1.87
Louisiana,2018,0.049,112013.5248,1.86
Maine,2018,0.03,82809.04145,1.58
Maryland,2018,0.039,112618.9994,1.75
Massachusetts,2018,0.036,131534.4114,1.45
Michigan,2018,0.041,94381.35286,1.73
Minnesota,2018,0.03,109589.9439,1.83
Mississippi,2018,0.049,79371.13807,1.84
Missouri,2018,0.033,93234.92135,1.82
Montana,2018,0.038,87267.68289,1.73
Nebraska,2018,0.029,112923.0278,2.03
Nevada,2018,0.045,101284.2979,1.75
New Hampshire,2018,0.027,98027.82564,1.47
New Jersey,2018,0.042,119483.76,1.78
New Mexico,2018,0.048,96383.50914,1.7
New York,2018,0.042,148462.2056,1.67
North Carolina,2018,0.04,102225.2047,1.73
North Dakota,2018,0.025,135322.8894,2.03
Ohio,2018,0.045,102777.0625,1.79
Oklahoma,2018,0.034,107507.3136,1.88
Oregon,2018,0.039,103355.1808,1.49
Pennsylvania,2018,0.045,108348.6244,1.67
Rhode Island,2018,0.041,91661.8266,1.49
South Carolina,2018,0.033,91233.64709,1.71
South Dakota,2018,0.028,100818.0801,2.15
Tennessee,2018,0.035,99650.05307,1.78
Texas,2018,0.04,126164.9499,1.87
Utah,2018,0.029,104177.6199,2.03
Vermont,2018,0.026,83172.33939,1.44
Virginia,2018,0.031,109490.4013,1.73
Washington,2018,0.044,135723.8442,1.64
West Virginia,2018,0.053,92220.7084,1.71
Wisconsin,2018,0.03,95413.88195,1.76
Wyoming,2018,0.04,130082.9755,1.79
Alabama,2018,0.04,89509.35554,1.79
Alaska,2018,0.06,149699.9096,1.97
Arizona,2018,0.047,95054.68941,1.72
Arkansas,2018,0.036,86324.11209,1.88
California,2018,0.042,137032.2903,1.63
Colorado,2018,0.03,112241.8189,1.56
Connecticut,2018,0.039,129576.8376,1.57
Delaware,2018,0.038,127663.8948,1.72
District of Columbia,2018,0.057,311451.487,1.35
Florida,2018,0.037,93107.01337,1.67
Georgia,2018,0.04,104888.1838,1.73
Hawaii,2018,0.023,114746.3074,1.85
Idaho,2018,0.028,82371.99943,1.9
Illinois,2018,0.043,117678.6833,1.69
Indiana,2018,0.034,98837.17718,1.85
Iowa,2018,0.025,101372.6228,1.9
Kansas,2018,0.033,106203.8511,1.92
Kentucky,2018,0.042,91319.90828,1.87
Louisiana,2018,0.049,112062.7197,1.86
Maine,2018,0.031,82718.84939,1.58
Maryland,2018,0.038,112554.3422,1.75
Massachusetts,2018,0.035,131199.9261,1.45
Michigan,2018,0.04,94355.8711,1.73
Minnesota,2018,0.029,109584.7037,1.83
Mississippi,2018,0.049,79376.63429,1.84
Missouri,2018,0.032,93266.21521,1.82
Montana,2018,0.037,87135.95229,1.73
Nebraska,2018,0.028,112768.4206,2.03
Nevada,2018,0.044,100991.5359,1.75
New Hampshire,2018,0.027,97822.90129,1.47
New Jersey,2018,0.041,119369.2301,1.78
New Mexico,2018,0.047,96307.96996,1.7
New York,2018,0.041,148363.581,1.67
North Carolina,2018,0.039,102110.3052,1.73
North Dakota,2018,0.024,135522.307,2.03
