Country,State,R2 Score,RMSE,MAPE
"China, People's Republic",Alabama,-1.915815618035317,61.478004196623054,0.22202905461249922
"China, People's Republic",Alaska,0.7835523586910327,10.638518067224714,0.18729181044398435
"China, People's Republic",Arizona,0.0006317832559024072,82.24321353613315,0.12917533767944128
"China, People's Republic",Arkansas,0.771455173992674,11.375726757410238,0.06642615346577228
"China, People's Republic",California,-6.024553386144195,4580.238038228289,0.14549426372744104
"China, People's Republic",Colorado,0.7470872021568713,61.70098898451036,0.05841580826238941
"China, People's Republic",Connecticut,0.5595093614662009,118.47399447417422,0.17170593996126168
"China, People's Republic",Delaware,-4.414856633099826,52.42461794488032,0.22832376928622486
"China, People's Republic",District of Columbia,-20.68577557144771,124.16189794248585,0.5834018112561347
"China, People's Republic",Florida,-5.907934660244878,281.71432101806016,0.13783616418069392
"China, People's Republic",Georgia,-6.461184240714183,189.32825233792582,0.1284900113438743
"China, People's Republic",Hawaii,0.04195666562862732,150.20200775400218,0.25930171635618676
"China, People's Republic",Idaho,-1.1813194741740345,32.275396718450004,0.2821785730481244
"China, People's Republic",Illinois,0.5407097787785597,131.4993258537853,0.05522442842475068
"China, People's Republic",Indiana,-0.1844074061672396,92.98622084301878,0.1285306684568824
"China, People's Republic",Iowa,0.2992228357354204,40.39263505475555,0.11153186057844876
"China, People's Republic",Kansas,-0.035321733274868095,30.302068273744393,0.13033692338955494
"China, People's Republic",Kentucky,0.38191225919439575,26.567954381171315,0.0770787852263756
"China, People's Republic",Louisiana,-0.17669451085630627,56.70550120285215,0.22204796672419133
"China, People's Republic",Maine,0.04373334369173376,32.02741585995765,0.2537454528611281
"China, People's Republic",Maryland,-0.9266263339469978,166.35651114398857,0.11257425406959846
"China, People's Republic",Massachusetts,-0.01084029374471629,163.01493234261287,0.0589567620999869
"China, People's Republic",Michigan,0.8549257411438748,63.816587446629704,0.07306796419318264
"China, People's Republic",Minnesota,-0.49033577180600796,104.78928364420985,0.19042981819740226
"China, People's Republic",Mississippi,-1.923967299107145,12.796177896153214,0.075236678449856
"China, People's Republic",Missouri,-24.68140911475409,93.29064368949331,0.17078848738626962
"China, People's Republic",Montana,-0.49645216165413597,13.300898465893198,0.2979100169779287
"China, People's Republic",Nebraska,-1.8075709046454782,15.9742605462663,0.1219919222389811
"China, People's Republic",Nevada,-1.6204733918742056,139.39339667658948,0.1411477803274583
"China, People's Republic",New Hampshire,0.31666944775053596,25.25721745033156,0.17033556338452113
"China, People's Republic",New Jersey,0.10918927175017668,185.68395811162577,0.07636536262291131
"China, People's Republic",New Mexico,0.5875810832889832,22.729351721214293,0.18442468411764737
"China, People's Republic",New York,-1.4188328724388306,5157.981888794621,0.2774518480825736
"China, People's Republic",North Carolina,-3.766405889256373,99.63881706778068,0.10483639547471889
"China, People's Republic",North Dakota,-0.5166583239910314,15.015876181561966,0.35411302681992335
"China, People's Republic",Ohio,0.4268085367362081,136.14788895413207,0.14800080689870018
"China, People's Republic",Oklahoma,-0.8525461092715243,27.3122420659064,0.11962430860025171
"China, People's Republic",Oregon,0.7029557717089614,36.494031018784405,0.048513886364189074
"China, People's Republic",Pennsylvania,-2.645918308145492,297.5987687026499,0.1374910365154979
"China, People's Republic",Rhode Island,-0.7733290342934502,57.33204935585848,0.3341238485533847
"China, People's Republic",South Carolina,-81.22297142857154,11.3093943250733,0.04194664329789544
"China, People's Republic",South Dakota,-0.014163617486338653,11.123307122134735,0.27829982363315703
"China, People's Republic",Tennessee,0.33593107552477863,26.113693725706433,0.04834485519279561
"China, People's Republic",Texas,-0.25762208859786906,153.770125728851,0.0455640261054057
"China, People's Republic",Utah,0.42225419469726966,31.197902173062854,0.12276762059894587
"China, People's Republic",Vermont,-0.05838412322274866,12.201613281311067,0.22315809862364414
"China, People's Republic",Virginia,-0.12424693398686038,176.47489594840397,0.10353478835690444
