Country,State,R2 Score,RMSE,MAPE
"China, People's Republic",Alabama,0.7376169986668204,17.39080617845854,0.056628904506529444
"China, People's Republic",Alaska,-0.07501759750972403,24.482279996183625,0.40098461835387794
"China, People's Republic",Arizona,-3.3809771073603176,71.37639386117723,0.09808958097977022
"China, People's Republic",Arkansas,0.270193429883014,27.816490496858314,0.13109950588218702
"China, People's Republic",California,-0.11590114764867154,3346.96912241769,0.12937287935668776
"China, People's Republic",Colorado,-0.06589950811139356,158.18228615454677,0.29483626020540427
"China, People's Republic",Connecticut,-0.36121467114581884,193.3934766132293,0.2868550316428311
"China, People's Republic",Delaware,-0.8544933843863647,84.4558681560431,0.3256685112206636
"China, People's Republic",District of Columbia,-0.6283129901567508,149.94701602704725,0.38882891142718295
"China, People's Republic",Florida,-2.8973045492168037,208.08008411773454,0.09763875521775252
"China, People's Republic",Georgia,-0.40693170654475974,113.07744249216604,0.07259906298188344
"China, People's Republic",Hawaii,-22.071056614605915,176.0166627983862,0.2656051828086796
"China, People's Republic",Idaho,-6.361691280386457,23.340204685233545,0.19412430060837338
"China, People's Republic",Illinois,-10.498676849861692,474.0921416280651,0.1918349947407647
"China, People's Republic",Indiana,-18.388294221100825,53.96807058800634,0.09180047891701097
"China, People's Republic",Iowa,-7.376904958481385,65.01957168714873,0.2741098156726391
"China, People's Republic",Kansas,0.23048483157491184,9.777059080084975,0.03680673647408406
"China, People's Republic",Kentucky,0.1579683630761919,67.82274893753566,0.17611408025778352
"China, People's Republic",Louisiana,-31.571727570894232,51.32923974111853,0.17377130928218773
"China, People's Republic",Maine,0.033915078120322906,22.760408688459492,0.26576228683919295
"China, People's Republic",Maryland,-1.1361833368035894,113.97113147631009,0.053089124155288346
"China, People's Republic",Massachusetts,0.7656598701609368,89.27025684764673,0.02460070799418824
"China, People's Republic",Michigan,0.14502707780365187,199.46731537099498,0.16735794546034824
"China, People's Republic",Minnesota,-0.010440860452651801,76.52933927322908,0.12197465704188111
"China, People's Republic",Mississippi,-4.2099478998316,15.85040268863474,0.08665037197578075
"China, People's Republic",Missouri,-3.835688791649761,93.57254140726239,0.18386172902250605
"China, People's Republic",Montana,0.10275850699982059,8.554240377095194,0.15538053560442236
"China, People's Republic",Nebraska,-4.375922027173689,34.35569162889124,0.27840614956619497
"China, People's Republic",Nevada,-2.1339360647784718,120.72940164751238,0.17537174451674767
"China, People's Republic",New Hampshire,-0.54328842544905,53.00120647023711,0.19095321813431174
"China, People's Republic",New Jersey,0.5363037052906576,163.57071635335618,0.05943598620662826
"China, People's Republic",New Mexico,0.24817983132836796,30.155733481304804,0.19480477172453206
"China, People's Republic",New York,-6.045796352142344,8390.484880449048,0.4428126116942743
"China, People's Republic",North Carolina,-0.9471594025889998,166.92209454374117,0.1563190226556877
"China, People's Republic",North Dakota,-8.36347558271345,18.016672469337937,0.28425946628848797
"China, People's Republic",Ohio,0.01949853106499977,133.8650915491839,0.08514487331828781
"China, People's Republic",Oklahoma,-2.005909630047605,31.853751664764918,0.0953759715130031
"China, People's Republic",Oregon,-0.30364835706469995,69.30735636518727,0.07084572111384328
"China, People's Republic",Pennsylvania,-0.24353084933182045,242.65673507367697,0.1045315446619347
"China, People's Republic",Rhode Island,-0.8885749322287941,49.218005984315674,0.23189185001678647
"China, People's Republic",South Carolina,-0.702698280683896,28.006719574089978,0.08924770844632675
"China, People's Republic",South Dakota,-2.012462756752658,5.900057689946547,0.11097451301572314
"China, People's Republic",Tennessee,0.08408673322420446,80.50593650152165,0.08914786896371028
"China, People's Republic",Texas,-4.176206732810724,538.7149596534492,0.12552977842847363
"China, People's Republic",Utah,-8.033088047505593,74.20356462582859,0.2710642383481137
"China, People's Republic",Vermont,-4.154410803504368,20.835448930065507,0.5375121830425872
"China, People's Republic",Virginia,-2.6419811008164222,134.08067736539584,0.09839544846120296
"China, People's Republic",Washington,-0.5069203596661487,480.6529931511728,0.23506068089849771
"China, People's Republic",West Virginia,-0.27413450867838707,15.865445178577989,0.11821016981999988
"China, People's Republic",Wisconsin,-0.688240062193687,97.43093085609912,0.1294894941295365
"China, People's Republic",Wyoming,-0.6551464673537972,4.736710872619937,0.14804947014043365
Dominican Republic,Alabama,-0.3811198367657691,20.758357089878764,1.335385528294058
Dominican Republic,Alaska,-1.5804019904095545,33.75486386333016,0.5559090661293404
Dominican Republic,Arizona,-2.1282437708987967,28.990598932208062,0.8764836412444116
Dominican Republic,Arkansas,-0.18669240077424587,7.406183893072706,inf
Dominican Republic,California,-0.17662421445165988,83.98026876250903,0.47748803216913555
Dominican Republic,Colorado,0.09817910745548242,14.732217353102255,1.3411424607366713
Dominican Republic,Connecticut,-0.01135428024785834,340.1583377352139,0.5424740339006515
Dominican Republic,Delaware,0.017660043598968778,15.297555601844843,0.3091743565298601
Dominican Republic,District of Columbia,0.7234946785497125,14.387853117327195,0.2865860295536924
Dominican Republic,Florida,0.19934605298316,1025.058432735532,0.2706853674141712
Dominican Republic,Georgia,-0.013707499534612255,164.0697717922927,0.5976169360398937
Dominican Republic,Hawaii,-2.0280225981367987,3.5756096407807525,inf
Dominican Republic,Idaho,-1.0719636586743393,2.9577510042753183,0.42828106769959023
Dominican Republic,Illinois,-0.18894925801419937,55.45881016583047,0.4461773097815696
Dominican Republic,Indiana,-0.5157934076506299,49.06543359972149,1.265257035071099
Dominican Republic,Iowa,-0.8398809433515537,5.075266811402308,0.2825270529718211
Dominican Republic,Kansas,-0.3698038785496709,8.879179198106154,0.8817218506072484
Dominican Republic,Kentucky,-0.3314404975407237,15.680327756327468,0.30689642219632707
Dominican Republic,Louisiana,-0.34983237714966275,109.82896742189588,0.815400971974365
Dominican Republic,Maine,-0.11993610776777452,3.8963259780873982,0.6045881156643217
Dominican Republic,Maryland,0.11442685021681576,161.40567189637952,0.5745170813721864
Dominican Republic,Massachusetts,0.22369770705593062,1201.7988274650793,0.3374747500602911
Dominican Republic,Michigan,-0.23832821619369593,41.46836283506957,0.17895610472589352
